id,name_display,brand_display,image_url,buy_url,price_num,rating_num,sold_num,gender,year,bag_text
27,Parfum Y for Men EDP 100 ml Product,Yves Saint Laurent,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/bb2f3638be854548b1334a1911e76a9e~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-y-for-men-edp-100-ml-product-1731424233326610409,1750000,5.0,500.0,Pria,2018.0,yves_saint_laurent yves_saint_laurent yves_saint_laurent aromatic aromatic woody woody fresh_spicy fresh_spicy apple ginger bergamot sage juniper_berries geranium amberwood tonka_bean cedar vetiver olibanum
28,Parfum Emper Chifon for Women EDP 100ml,Emper,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/5025ab4a8dd949fcaf75b80ace395c93~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/emper-chifon-for-women-edp-100ml-product,281250,4.9,250.0,Wanita,,emper emper emper floral floral powdery powdery citrus citrus mandarin_orange bergamot jasmine rose sandalwood orris vanilla white_musk
29,Parfum Fragrance World Imperium for Unisex EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/b3c78a326b2b456a997decc40c6ac105~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-imperium-for-unisex-edp-100-ml-1729640837723950057,260000,4.9,500.0,Unisex,,fragrance_world fragrance_world fragrance_world citrus citrus aromatic aromatic woody woody grapefruit lemon bergamot lime thyme galbanum vetiver juniper_berries black_currant apple pink_pepper cedar ambergris leather vanilla benzoin
30,Parfum Ultrared for Men EDT 100 ml Product,Paco Rabanne,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/57fd4ed5c48642ddafea1be71acea805~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-ultrared-for-men-edt-100-ml-product-1730273332988250089,675000,4.9,250.0,Pria,2008.0,paco_rabanne paco_rabanne paco_rabanne sweet sweet citrus citrus gourmand gourmand blood_orange praline tonka_bean vanilla patchouli
31,Parfum Halloween X Man for Men EDT 125 ml Product,Jesus Del Pozo,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/bc5b63127492455199b38f51f6c84b76~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-halloween-x-man-for-men-edt-125-ml-product-1729857885726936041,665000,5.0,500.0,Pria,2019.0,jesus_del_pozo jesus_del_pozo jesus_del_pozo warm_spicy warm_spicy coffee coffee sweet sweet cardamom lavender lemon coffee whiskey cinnamon leather mineral_notes tonka_bean amber incense
32,Parfum La Rive Touch of Woman for Women EDP 90 ml,La Rive,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/7778e396a3c64e3c8b24d4bd618d2566~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-la-rive-touch-of-woman-for-women-edp-90-ml-1729632950691793897,165000,5.0,500.0,Wanita,2015.0,la_rive la_rive la_rive floral floral fruity fruity vanilla vanilla peach bergamot white_flowers vanilla sandalwood
33,Parfum Armaf Tres Nuit Pour Homme EDT Man 100 ml,Armaf,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/ae3fa0def15f43c09f3a7c4996140d3a~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-armaf-tres-nuit-pour-homme-edt-man-100-ml-1729628681960590313,310000,4.9,250.0,Pria,2015.0,armaf armaf armaf aromatic aromatic citrus citrus powdery powdery lemon lemon_verbena iris lavender violet spicy_notes ambergris sandalwood
34,Parfum Armaf Club de Nuit Intense Limited Edition for Men Pure Parfum 105 ml,Armaf,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/3018a9abe68847f48afec5a2440a2af1~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-armaf-club-de-nuit-intense-limited-edition-for-men-pure-parfum-105-ml-1729628664709090281,1185000,4.9,500.0,Pria,2020.0,armaf armaf armaf citrus citrus fruity fruity smoky/woody smoky/woody pineapple lemon lime bergamot black_currant pink_pepper birch jasmine rose lily-of-the-valley ambroxan musk patchouli ambergris cedar vanilla
35,Parfum Armaf El Cielo Pour Homme for Men EDP 100ml,Armaf,https://images.tokopedia.net/img/cache/200-square/o3syd0/1997/1/1/88ba0f0a8859447ea81cba06016b3e3e~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-armaf-el-cielo-pour-homme-for-men-edp-100ml-1729628685823609833,310000,4.9,250.0,Pria,2016.0,armaf armaf armaf aromatic aromatic citrus citrus fruity fruity melon apple bergamot lemon violet cypress lavender vanilla cedar amber musk
36,Parfum Rasasi Hawas Him for Men EDP 100 ml,Rasasi,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/070db02c31f0495b9d812825278c4fcd~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/rasasi-hawas-him-for-men-edp-100-ml,720000,4.9,1000.0,Pria,2015.0,rasasi rasasi rasasi aquatic aquatic fruity fruity fresh fresh apple bergamot lemon cinnamon watery_notes plum orange_blossom cardamom ambergris musk driftwood patchouli
37,Parfum Fragrance World Star Men Nebula for Men EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/d9deb209d6024470bdaf92febea061d0~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-star-men-nebula-for-men-edp-100-ml-1729628665215618025,225000,5.0,250.0,Pria,,fragrance_world fragrance_world fragrance_world sweet sweet woody woody boozy_whiskey boozy_whiskey fruity_notes orange bergamot malt whiskey patchouli coffee cedar peat vanilla amber musk
38,Parfum Fragrance World Prive Series Savior for Men Extrait de Parfum 70 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/0462f7da00dd4f8697e71dc4a2dd695e~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/fragrance-world-prive-series-savior-for-men-extrait-de-parfum-70-ml,235000,5.0,500.0,Pria,,fragrance_world fragrance_world fragrance_world warm_spicy warm_spicy fresh_spicy fresh_spicy aromatic aromatic cinnamon nutmeg cardamom grapefruit lavender licorice sandalwood amber patchouli vetiver
39,Parfum Zimaya by Afnan Charisma Pour Homme for Men EDP 100 ml,Zimaya,https://images.tokopedia.net/img/cache/200-square/o3syd0/1997/1/1/65deb9609cfe41eb9a4b61cc2ee4fc58~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/zimaya-by-afnan-charisma-pour-homme-for-men-edp-100-ml-1731168857379276447,300000,5.0,750.0,Pria,2024.0,zimaya zimaya zimaya warm_spicy warm_spicy sweet sweet oud oud lavender bergamot saffron praline agarwood_oud cedar
40,Parfum Emper Invitation Pour Homme for Men EDT 100ml,Emper,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/9750577d597a4c0c9f5ac72f0455bb64~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/emper-invitation-pour-homme-for-men-edt-100ml,290000,4.9,250.0,Pria,,emper emper emper woody woody aromatic aromatic powdery powdery lavender bergamot artemisia jasmine milk orris sandalwood amber cedar vanilla
41,Parfum Lalique Encre Noire A 'L' Extreme for Men EDP 100ml,Lalique,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/c828e143fa3049c6ad160a7e84f492df~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/lalique-encre-noire-a-l-extreme-for-men-edp-100ml-product,505000,4.9,250.0,Pria,2015.0,lalique lalique lalique woody woody earthy earthy aromatic aromatic cypress elemi bergamot vetiver_haiti_java incense orris sandalwood benzoin patchouli
42,Parfum Linn Young Club 420 City for Men EDT 100 ml,Linn Young,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/14afd296e3364d7592e927b798f4e30b~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/linn-young-club-420-city-for-men-edt-100-ml,145000,4.9,250.0,Pria,,linn_young linn_young linn_young citrus citrus aromatic aromatic woody woody citrus green_notes floral_notes woody_notes musk
43,Parfum Fragrance World Cuir Leather for Men EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/b2021a7c43a54bfea5564ec575f346fd~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-cuir-leather-for-men-edp-100-ml-1729628681300380649,225000,4.9,250.0,Pria,,fragrance_world fragrance_world fragrance_world leather leather animalic animalic warm_spicy warm_spicy cardamom leather jasmine_sambac amber moss patchouli
44,Parfum Zimaya by Afnan Musk is Great for Unisex Extrait De Parfum 100 ml,Zimaya,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4ea9e8a5536a4ec3b75a3b8be4533bfa~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-zimaya-by-afnan-musk-is-great-for-unisex-extrait-de-parfum-100-ml-1729632993765067753,245000,4.9,250.0,Unisex,,zimaya zimaya zimaya musky musky citrus citrus creamy creamy bergamot mandarin_orange white_magnolia black_currant white_musk sandalwood
45,Parfum French Avenue Royal Blend for Unisex EDP 100 ml,French Avenue,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/8824707cb0d943f1b2bfef33fcb75668~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/french-avenue-royal-blend-for-unisex-edp-100-ml,480000,5.0,500.0,Unisex,,french_avenue french_avenue french_avenue sweet sweet boozy boozy warm_spicy warm_spicy cognac cinnamon tonka_bean oak praline vanilla sandalwood
46,Parfum La Rive Cute for Women EDP 100ml,La Rive,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/9a365a97af19418b8268eabc5855b83e~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-la-rive-cute-for-women-edp-100ml-1729634007207545833,165000,4.9,250.0,Wanita,2013.0,la_rive la_rive la_rive floral floral fresh fresh fruity fruity lychee black_currant yuzu rose freesia peony honeysuckle musk cedar sandalwood
47,Parfum French Avenue Spectre Ghost for Unisex EDP 80 ml,French Avenue,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/d68bc5bb80964a4abb38e005bbb4c041~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/french-avenue-spectre-ghost-for-unisex-edp-80-ml,465000,4.9,500.0,Unisex,,french_avenue french_avenue french_avenue citrus citrus vanilla vanilla woody woody ginger bergamot pink_pepper turkish_rose black_currant cardamom vanilla amber sandalwood benzoin
48,Parfum Intense Leather for Men EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2024/7/12/d5d592e5-1ba9-43d1-bebe-c9d772650f17.jpg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-intense-leather-for-men-edp-100-ml-1731424227464349673,795000,5.0,250.0,Pria,,fragrance_world fragrance_world fragrance_world leather leather warm_spicy warm_spicy earthy earthy cardamom cumin saffron leather geranium agarwood_oud vetiver patchouli musk
49,Parfum Happy for Men EDT 100 ml Product,Clinique,https://images.tokopedia.net/img/cache/200-square/product-1/2020/8/11/87445094/87445094_33099575-20c2-4487-9d65-65052b2888fb_2048_2048.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-happy-for-men-edt-100-ml-product-1731424218504202217,475000,4.9,250.0,Pria,1999.0,clinique clinique clinique citrus citrus aromatic aromatic fresh fresh lime green_notes mandarin_orange lemon sea_notes freesia jasmine lily-of-the-valley rose cypress musk guaiac_wood cedar
50,Parfum Armaf Tag Him for Men EDP 100ml,Armaf,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/c9662bbbe7d84807aa4dd2202d3fec43~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-armaf-tag-him-for-men-edp-100ml-1729628675606219753,315000,4.9,250.0,Pria,,armaf armaf armaf citrus citrus fresh_spicy fresh_spicy woody woody grapefruit lemon pink_pepper bergamot ginger mint lavender nutmeg vetiver sandalwood cedar patchouli
51,Parfum La Rive Prestige Blue The Man EDP 75 ML,La Rive,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/f7d7c3997cb3400ea313df84ca246646~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-la-rive-prestige-blue-the-man-edp-75-ml-1729634009903762409,165000,4.9,250.0,Pria,2017.0,la_rive la_rive la_rive citrus citrus aromatic aromatic woody woody bergamot lemon tangerine anise rosemary guaiac_wood olive_blossom tonka_bean cedar musk ambergris
52,Parfum La Rive Steel Essence for Men EDT 100ml Product,La Rive,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4f04dcc8bdd5466195f9de017f2b7ccd~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-la-rive-steel-essence-for-men-edt-100ml-product-1729634010061179881,165000,4.9,250.0,Pria,,la_rive la_rive la_rive aromatic aromatic fresh_spicy fresh_spicy woody woody lemon orange_blossom rosemary geranium lavender coriander nutmeg tonka_bean lychee teak_wood vetiver
53,Parfum Pour Homme Dylan Blue EDT 100 ml Product,Versace,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/1322b0777f4f47858179f28e04debaf7~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-pour-homme-dylan-blue-edt-100-ml-product-1731424227656959977,950000,5.0,250.0,Pria,2016.0,versace versace versace citrus citrus amber amber fresh_spicy fresh_spicy calabrian_bergamot water_notes grapefruit fig_leaf ambroxan black_pepper patchouli violet_leaf incense musk tonka_bean saffron
